Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
BDD MILK PTY LTD,63051195272,413657791,0,0,2020-21
BDO GROUP HOLDINGS LIMITED,77133657833,241785282,52782363,15834709,2020-21
BEACH ENERGY LIMITED,20007617969,1457061489,263897258,79169177,2020-21
BEAUTY BAY PRODUCE PTY LTD,93051941854,235224083,4559173,1366477,2020-21
BECHTEL AUSTRALIA PTY LTD,42006334505,275125158,47068112,14120434,2020-21
BECTON DICKINSON PTY LIMITED,82005914796,339501764,29460449,8838135,2020-21
BEGA CHEESE LIMITED,81008358503,1756546606,28268995,5356530,2020-21
BEIERSDORF AUSTRALIA LIMITED,98000025623,201741497,6780507,1690014,2020-21
BEIJER REF HOLDINGS AUSTRALIA PTY LTD,28607082379,289955232,7367283,2138185,2020-21
BELL FINANCIAL GROUP LIMITED,59083194763,304535539,63638462,19082571,2020-21
BELRON AUSTRALIA PTY LIMITED,97001052704,241597518,15289760,4586928,2020-21
BENDIGO AND ADELAIDE BANK LIMITED,11068049178,2253783588,668577882,192095831,2020-21
BENNELONG FUNDS MANAGEMENT LTD,39111214085,182006390,3844286,0,2020-21
BERKLEY INSURANCE COMPANY- AUSTRALIAN BRANCH,53126559706,336810446,28661793,8457118,2020-21
BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY AUSTRALIAN BRANCH,84600643034,618765934,2351835,705550,2020-21
BESIX AUSTRALIA HOLDINGS PTY LTD,48629502843,926398255,40143232,0,2020-21
BEST & LESS GROUP PTY LTD,80081408791,575341102,31020636,9306191,2020-21
BEST BAR PTY LTD,48068713539,260391285,0,0,2020-21
BESTON GLOBAL FOOD COMPANY LIMITED,28603023383,115210978,0,0,2020-21
BETAR PRESTIGE CARS PTY LTD,60118667913,115749715,6517417,1955225,2020-21
BEYOND BANK AUSTRALIA LIMITED,15087651143,245513095,45709430,13636716,2020-21
BFB HOLDCO PTY LTD,29630396619,132519485,20703,0,2020-21
BG INTERNATIONAL LIMITED,72114818825,183315841,0,0,2020-21
BGC (AUSTRALIA) PTY LTD,62005736005,935100637,3182446,0,2020-21
BGI HEALTH (AU) COMPANY PTY LTD,85633591063,131844496,6014589,1804377,2020-21
BHCA1 PTY LTD,NA,604902591,11100628,1174493,2020-21
BHP (AUS) DDS PTY LTD,44609420420,4695958110,6708511581,0,2020-21
BHP ALUMINIUM AUSTRALIA PTY LTD,65063671349,1247780762,0,0,2020-21
BHP GROUP LIMITED,49004028077,62800612306,30322876470,7304554082,2020-21
BHP IRON ORE (JIMBLEBAR) PTY LTD,95009114210,11142595800,8255457752,2476637325,2020-21
BHP MITSUI COAL PTY LTD,34009713875,1059414898,0,0,2020-21
BIDFOOD AUSTRALIA LIMITED,33000228231,2278653992,172708474,51812542,2020-21
BIELBY HOLDINGS PTY LTD,36052188600,233789652,8194137,2458241,2020-21
BIFM AUS HOLDINGS PTY LTD,16632468109,701626322,46445470,13933641,2020-21
BIG BEN HOLDINGS PTY LIMITED,63008434562,355334769,0,0,2020-21
BIG RIVER INDUSTRIES LTD,72609901377,281615844,6427827,1857398,2020-21
BILLBERGIA GROUP HOLDING PTY LTD,32633155423,232211585,0,0,2020-21
BING LEE ELECTRICS PTY LTD,61000733488,531319320,37600975,11280292,2020-21
BINGO INDUSTRIES LTD,72617748231,475230408,65518325,19655498,2020-21
BINTAN PTY LIMITED,18095076421,710582542,0,0,2020-21
BIOGEN AUSTRALIA PTY LIMITED,30095760115,125916709,5966811,1790043,2020-21
BIOMAR PTY LTD,52619617248,104260174,0,0,2020-21
BIOSTIME HEALTHY AUSTRALIA PTY LTD,17608153528,364267794,0,0,2020-21
BIRADEL PTY LIMITED,86001578436,287487906,410649951,32128,2020-21
BIS INDUSTRIES HOLDINGS LIMITED,48622481752,405799123,0,0,2020-21
BLACKHAWK NETWORK AUSTRALIA PTY LIMITED,84123251703,129676235,15701408,4710422,2020-21
BLACKMAGIC DESIGN PTY LTD,30098098287,702027282,111261023,30940961,2020-21
BLACKMORES LIMITED,35009713437,551133245,22773353,1970960,2020-21
BLACKROCK AUSTRALIA HOLDCO PTY LTD,22139463693,178366655,37707140,11312142,2020-21
BLACQUA PTE LTD,62169810011,1379169582,19222634,0,2020-21
BLOOMBERG AUSTRALIA PTY LTD,47622777851,290014730,38526128,11557838,2020-21
BLUECHIP INFOTECH PTY LTD,32076483808,135930177,2161771,648531,2020-21
BLUESCOPE STEEL LIMITED,16000011058,6070163246,604397569,0,2020-21
BLUEWATERS POWER 1 PTY LTD,93106034879,136677313,0,0,2020-21
BLUEWATERS POWER 2 PTY LTD,57122896968,156469008,22369422,6710827,2020-21
BLUM AUSTRALIA PTY LTD,80076459713,136229516,13280457,3984137,2020-21
BLUNDSTONE AUSTRALIA PTY LTD,60009475852,225224854,38034942,11130532,2020-21
BM ALLIANCE COAL OPERATIONS PTY LIMITED,67096412752,1014712384,0,0,2020-21
BMW AUSTRALIA LIMITED,11004675129,1962101562,86823120,26046936,2020-21
BNK BANKING CORPORATION LIMITED,63087651849,363556854,0,0,2020-21
BNP PARIBAS S.A.,23000000117,319026960,13338564,4001569,2020-21
BNP PARIBAS SECURITIES SERVICES AUSTRALIAN BRANCH,87149440291,292025481,0,0,2020-21
BOART LONGYEAR LTD,49123052728,215365005,0,0,2020-21
BOB JANE CORPORATION PTY LTD,52005870431,345454334,17435899,5230770,2020-21
BOC LIMITED,95000029729,1630973834,318712605,95246373,2020-21
BOEHRINGER INGELHEIM PTY LIMITED,52000452308,526526628,39207420,9382760,2020-21
BOEING AUSTRALIA HOLDINGS PTY LTD,42101168932,1429145000,246914564,35047709,2020-21
BOLLORE LOGISTICS AUSTRALIA PTY LTD,91055370575,129265206,869847,260954,2020-21
BOMBARDIER TRANSPORTATION AUSTRALIA PTY LTD,73010699804,730517707,95982356,26531318,2020-21
BONNEY ENERGY GROUP PTY LTD,24053113992,331900551,3477009,1043103,2020-21
BOOKTOPIA PTY LTD,24096845126,223922857,0,0,2020-21
BOOM LOGISTICS LIMITED,28095466961,173968530,2858107,0,2020-21
BOORTMALT AUSTRALIA PTY LTD,70634393338,274134983,0,0,2020-21
BORAL LIMITED,13008421761,3320282860,0,0,2020-21
BORG MANUFACTURING PTY LIMITED,31003246357,751142034,120881158,36264347,2020-21
BOSE PTY LTD,41078010607,114186274,1942086,582626,2020-21
BOSTON SCIENTIFIC PTY LIMITED,45071676063,283288962,29376360,8812908,2020-21
BOUYGUES CONSTRUCTION AUSTRALIA PTY LTD,37144013801,488008514,0,0,2020-21
BOWEN & POMEROY PTY LTD,78004174887,421260762,24775243,6791589,2020-21
BOX AIP LIMITED PARTNERSHIP (CONSOLIDATED),19883689849,197425164,281972754,3765,2020-21
BOYNE SMELTERS LIMITED,90010061935,944713421,7856024,0,2020-21
BP REGIONAL AUSTRALASIA HOLDINGS PTY LTD,91092495700,17419274759,0,0,2020-21
BPAY GROUP HOLDING PTY LTD,44626481525,116218104,11003061,0,2020-21
BPIH PTY LIMITED,61100364234,3650494250,0,0,2020-21
BPL ADELAIDE PTY LIMITED,40108037798,461254250,24663223,7398967,2020-21
BPW TRANSPEC PTY LTD,63006645272,107199312,7657216,2297165,2020-21
BRACKEN RESOURCES PTY LTD,18160745540,158145024,0,0,2020-21
BRADCORP HOLDINGS PTY LTD,63073497024,270058402,29389940,8816982,2020-21
BRADKEN PTY LIMITED,33108693009,458469078,34102306,0,2020-21
BRADNAMS WINDOWS AND DOORS PTY LTD,78010409819,298258449,42517571,12637414,2020-21
BRAMBLES LIMITED,89118896021,2357710083,319303807,82591402,2020-21
BRAND DEVELOPERS AUST PTY LTD,70115139565,123786622,6989261,2096778,2020-21
BRANDO AUS HOLDCO PTY LTD,31632004392,270267980,2919417,875825,2020-21
BRAVE LOGISTICS PTY LTD,73627919411,421285996,16897091,1640060,2020-21
BRAVURA SOLUTIONS LIMITED,54164391128,136029218,899623,0,2020-21
BRENNAN VDI PTY LIMITED,38125976007,119856313,15397434,4490483,2020-21
BRENNTAG AUSTRALIA PTY LTD,84117996595,116433578,0,0,2020-21
BREVILLE GROUP LIMITED,90086933431,447289319,140511675,26975483,2020-21
BRIDGESTONE AUSTRALIA LTD,65007516841,587549284,24789824,7436947,2020-21
BRIDGESTONE MINING SOLUTIONS AUSTRALIA PTY LTD,74000069714,762694549,26058941,7817682,2020-21
BRIGGS AND STRATTON AUSTRALIA PTY LIMITED,13006576656,156150569,0,0,2020-21
BRIGHT FOOD GROUP HOLDINGS PTY LTD,95152610645,587735189,5212923,1563877,2020-21
BRIGHTSTAR LOGISTICS PTY LTD,58111399752,823363645,82704498,24660897,2020-21
BRISTOL-MYERS SQUIBB AUSTRALIA PTY LTD,33004333322,496041595,64480340,8584994,2020-21
BRISTOW HELICOPTERS AUSTRALIA PTY LTD,92000565579,133026346,0,0,2020-21
BRITAX AUSTRALIA HOLDINGS PTY LTD,66147910549,179234387,10239550,1416887,2020-21
BRITISH AMERICAN TOBACCO (AUSTRALASIA HOLDINGS) PTY LIMITED,23095066345,1402229756,824381036,241592099,2020-21
BROTHER INTERNATIONAL (AUST) PTY LTD,17001393835,182844805,22174268,6652280,2020-21
BROWN-FORMAN AUSTRALIA PTY LIMITED,87000064086,285392094,13831449,4149435,2020-21
BRP AUSTRALIA PTY LTD,64097370100,294525758,0,0,2020-21
BRS HOLDCO PTY LTD,74609542556,1575336326,292743,0,2020-21
BRUNEL AUSTRALIA HOLDINGS PTY LTD,60078544126,178876387,0,0,2020-21
BSA LIMITED,50088412748,420149791,0,0,2020-21
BT AUSTRALASIA PTY LIMITED,93003050146,203601261,13245979,3973794,2020-21
BTC CORPORATION HOLDINGS PTY LTD,14168792596,164669618,1331539,53214,2020-21
BTO LT HOLD PTY LTD,85623323044,328967079,164325021,49297506,2020-21
BUCHER MUNICIPAL PTY LTD,68004992090,140582415,3187295,484417,2020-21
BUICK HOLDINGS PTY LTD,76094424674,596534522,0,0,2020-21
BUILDCORP GROUP PTY LIMITED,85091336168,521760129,16495762,4948729,2020-21
BUNDABERG BREWED DRINKS PTY LTD,40009781953,239973420,23220453,6953865,2020-21
BUNGE AGRIBUSINESS AUSTRALIA PTY LTD,46097843582,463688448,0,0,2020-21
BUNZL AUSTRALASIA LIMITED,18004611090,732559475,57796728,17337513,2020-21
BUPA ANZ GROUP PTY LTD,95608490455,8611926891,643966110,192480567,2020-21
BURBANK AUSTRALIA PTY LTD,91007099872,224728408,2071368,621410,2020-21
BURBANK TRADING PTY LTD,37011066934,239568307,16655956,4996787,2020-21
BUREAU VERITAS AUSTRALIA PTY LTD,15090874570,254446732,1345157,0,2020-21
BURNS PHILP & CO PTY LIMITED,65000000359,167435372,0,0,2020-21
BURRUP FACILITIES COMPANY PTY LTD,28122234539,1291941224,781984983,234595495,2020-21
BURRUP TRAIN 1 PTY LTD,77122234306,2076861803,517487782,155246335,2020-21
BUSY BEES AUSTRALIA HOLDING PTY LTD,82625449809,119240051,1673675,502102,2020-21
BUZZ SUPPLIES PTY LIMITED,27601785353,137986209,24902085,7470626,2020-21
BWX LIMITED,13163488631,167148276,26291563,5983781,2020-21
BX BUNKA AUSTRALIA PTY LTD,74124163793,142434501,6152457,1845737,2020-21
BYERWEN COAL PTY LTD,64133357632,723710428,119235765,35674948,2020-21
BYRNECUT AUSTRALIA PTY LTD,94129142516,1246456334,74969794,21863462,2020-21
C R KENNEDY & CO PTY LTD,50008458884,219175459,10709812,3051534,2020-21
C.H. ROBINSON (AUSTRALIA) PTY LIMITED,93614158879,433804933,16295651,4888695,2020-21
C0001 PTY LTD,13618935069,1198157924,537261,0,2020-21
CADENCE CAPITAL LIMITED,17112870096,1066238385,0,0,2020-21
CAESARSTONE AUSTRALIA PTY LTD,45121819976,153684017,4496217,1348865,2020-21
CALEDONIA (PRIVATE) INVESTMENTSPTY LTD,58003977115,620564714,209537879,62861364,2020-21
CALIBRE GROUP PTY LTD,44100255623,445762199,0,0,2020-21
CAMCARSTRUCKS PTY LTD,90169620213,773450347,50168406,15016815,2020-21
CAMERON APME HOLDING PTY LTD,37141037925,152853776,3096927,818353,2020-21
CAML RESOURCES PTY LTD,84080649029,220204044,0,0,2020-21
CAMPAIGN MONITOR AUSTRALIA 1 PTY LIMITED,45604705473,116492938,6842767,1907333,2020-21
CAMPARI AUSTRALIA PTY LIMITED,72137554726,174909699,8414957,2524487,2020-21
CANACCORD FINANCIAL GROUP (AUSTRALIA) PTY LTD,53128279336,272832702,56952423,17085727,2020-21
CANADIAN SOLAR MSS (AUSTRALIA) PTY LTD,44607434300,116955379,2577573,773272,2020-21
CANBERRA AIRPORT HOLDINGS PTY LTD,98008608928,955814143,145056170,30659708,2020-21
CANON AUSTRALIA PTY LTD,66005002951,595781608,0,0,2020-21
CANVA PTY LTD,80158929938,396111794,714627,0,2020-21
CAPE AUSTRALIA HOLDINGS PTY LIMITED,12126824397,169242071,949493,284848,2020-21
CAPE PRESTON PORT COMPANY PTY LTD,84147842153,147918891,9180373,2754112,2020-21
CAPGEMINI AUSTRALIA PTY LIMITED,11092284314,431688920,19205842,5761753,2020-21
CAPITAL PROPERTY CREDIT PTY LTD,92643632286,207017518,294339130,444596,2020-21
CAPITAL SMART GROUP HOLDINGS PTY LTD,86637044092,321350659,0,0,2020-21
CAPITOL HEALTH LIMITED,84117391812,162147608,14546297,4101603,2020-21
CAPRAL LIMITED,78004213692,447081130,0,0,2020-21
CAPRICORN COPPER PTY LTD,67106396801,191659037,0,0,2020-21
CARDIFF CAR CITY HOLDINGS PTY LTD,15602181751,129968751,3929918,1178975,2020-21
CARDNO LIMITED,70108112303,483056616,0,0,2020-21
CARDTRONICS AUSTRALIA PTY LTD,46157774224,103758329,0,0,2020-21
CARGOTEC AUSTRALIA PTY LTD,72097663431,188892873,0,0,2020-21
CARL ZEISS PTY LTD,82008410704,124352211,12197405,2633186,2020-21
CARLISLE HOMES PTY LTD,86106263209,522537103,51487228,14760454,2020-21
CARNEY TOWNSVILLE PARTNERSHIP,16842172023,153299636,5418101,1625430,2020-21
CARPET COURT AUSTRALIA LIMITED,77001195697,231038214,0,0,2020-21
CARSALES.COM LIMITED,91074444018,326874575,176345582,48136312,2020-21
CASELLA WINES PTY LIMITED,96060745315,541863267,44483927,13345178,2020-21
CASEY BLOCK SERVICES PTY LTD,19619574186,551533694,480195474,144058642,2020-21
CASH CONVERTERS INTERNATIONAL LIMITED,39069141546,209076519,4626818,1350723,2020-21
CATER CARE HOLDINGS PTY LTD,69603124812,301474308,17820227,5346068,2020-21
CATERPILLAR FINANCIAL AUSTRALIA LIMITED,70006714585,191322109,79234813,23764810,2020-21
CATERPILLAR HOLDINGS AUSTRALIA PTY LTD,26003430135,946289010,135321612,32280251,2020-21
CATHAY PACIFIC AIRWAYS LIMITED,57000479514,282777473,0,0,2020-21
CBH GRAIN PTY LTD,39089394883,3558143682,0,0,2020-21
CBH GROUP HOLDINGS PTY LTD,74068223147,206132949,11305256,3391577,2020-21
CBH RESOURCES LIMITED,27009423858,178705619,0,0,2020-21
CBRE PTY LTD,57057373574,614069711,30117435,8971992,2020-21
CCCI AUSTRALIA PTY LTD,95603555988,5504528228,0,0,2020-21
CDC GROUP HOLDINGS PTY LTD,67612332073,517012778,0,0,2020-21
CEA TECHNOLOGIES PTY LTD,99059951183,201091332,30080303,9024091,2020-21
CEDAR WOODS PROPERTIES LIMITED,47009259081,301844464,65245447,19573634,2020-21
CELGENE PTY LIMITED,42118998771,160043876,6598710,1979613,2020-21
CEMENT AUSTRALIA HOLDINGS PTY LTD,99001085561,450888839,71934508,12135466,2020-21
CENEDA PTY LTD,42627118101,384223224,31090739,9327222,2020-21
CENTAMIN EGYPT LTD,86007700352,1227127767,0,0,2020-21
CENTENARY AUSTRALIA PTY LIMITED,77085156216,364002079,1574110,244883,2020-21
CENTRAL EQUITY LTD,27006708738,238699734,126749426,38024828,2020-21
CENTRE COM SUNSHINE PTY LTD,96084165293,233345186,8794116,2638235,2020-21
CENTREPOINT ALLIANCE LIMITED,72052507507,139180586,0,0,2020-21
CENTURIA CAPITAL LIMITED,22095454336,176490607,20139177,5083930,2020-21
CENTURY YUASA BATTERIES PTY LTD,66009685232,298977251,26083133,7824940,2020-21
CENVERSA LIMITED,55092375221,136597149,4225754,654370,2020-21
CEREAL PARTNERS AUSTRALIA PTY LIMITED,98120338249,209479686,16258011,4332485,2020-21
CERNER CORPORATION PTY LIMITED,23051063435,137665527,4453257,1335977,2020-21
CERTIS AUSTRALIA PTY LTD,51602871287,271665269,0,0,2020-21
CERVUS EQUIPMENT AUSTRALIA PTY LTD,73157830656,157028297,9995326,2998598,2020-21
CEVA PTY LTD,27122147433,437948593,0,0,2020-21
CFT HOLDINGS COMPANY PTY LIMITED,42160294904,432098517,0,0,2020-21
CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE L,NA,521006276,51223,15367,2020-21
CH2 HOLDINGS PTY LTD,80113630505,1620440856,0,0,2020-21
CHALLENGER LIMITED,85106842371,3406315595,474617308,122749971,2020-21
CHANEL (AUSTRALIA) PTY LTD,83000012153,343752098,57302862,17190859,2020-21
CHARTER HALL LIMITED,57113531150,395464382,184164890,54286284,2020-21
CHARTER HALL OPPORTUNITY FUND NO.5,26940162692,274917512,5511842,1139267,2020-21
CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,50084642571,110203766,0,0,2020-21
CHEMRING AUSTRALIA PTY LIMITED,96004669452,101447886,22585909,6775773,2020-21
CHEVRON AUSTRALIA DOWNSTREAM HOLDINGS PTY LTD,15637003662,1720618927,0,0,2020-21
CHEVRON AUSTRALIA HOLDINGS PTY LTD,60098079344,9163203498,113056783,30,2020-21
CHEVRON AUSTRALIA PRODUCTS PTY LIMITED,26147978890,1599962958,0,0,2020-21
CHINA CONSTRUCTION BANK CORPORATION,24125167553,2119459858,62778116,18833435,2020-21
CHINA YUNNAN COPPER (AUSTRALIA) INVESTMENT AND DEVELOPMENT CO.LTD,32110345750,675317672,3230343,969103,2020-21
CHOBANI AUSTRALIA PTY LTD,60150876305,274172045,13818652,3978303,2020-21
CHRISTIAN DIOR AUSTRALIA PTY LIMITED,15072174451,133069505,36944948,11083484,2020-21
CHUBB HOLDINGS AUSTRALIA PTY LTD,64116987618,1555392031,197121420,58634145,2020-21
CIMIC GROUP LIMITED,57004482982,9626110651,68116534,5526275,2020-21
CIMPRESS AUSTRALIA PTY LTD,98137563369,113469383,2762201,0,2020-21
CIRRUS NETWORKS HOLDINGS LIMITED,98103348947,108004163,6445523,0,2020-21
CISCO SYSTEMS AUSTRALIA PTY LTD,52050332940,1885030699,91939721,27581916,2020-21
CITIBANK NA,34072814058,532262453,318967849,95690355,2020-21
CITIC RESOURCES AUSTRALIA PTY LTD,87107652817,465782895,6579396,0,2020-21
CITIGROUP PTY LTD,88004325080,1873416888,240335030,72100509,2020-21
CITRIX SYSTEMS ASIA PACIFIC PTY LTD,37078874530,343359253,1193685,0,2020-21
CITY CHIC COLLECTIVE LIMITED,43057569169,151370206,27520624,8256187,2020-21
CITY HOLDINGS (AUS) PTY LTD,33135098636,448738218,15259748,4566194,2020-21
CIVEO HOLDING COMPANY 1 PTY LTD,91146700441,336863637,0,0,2020-21
CIVICA PTY LIMITED,83003691718,162113463,21574169,5658625,2020-21
CIVMEC LIMITED,50604316690,676799597,60781324,18234397,2020-21
CJD EQUIPMENT PTY LTD,63008754523,581506724,35816016,10744805,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,14613690243,1193740625,152089507,45626852,2020-21
CLARKE ENERGY (AUSTRALIA) PTY LTD,20086492935,143185696,7375301,2212590,2020-21
CLEANAWAY WASTE MANAGEMENT LIMITED,74101155220,2392199189,172835784,36924815,2020-21
CLEARLIGHT INVESTMENTS PTY LTD,59007543544,315798477,21067981,6287570,2020-21
CLEMENGER GROUP LIMITED,98004882928,236468679,61024226,13266773,2020-21
CLERMONT COAL MINES LIMITED,56010487939,190818955,0,0,2020-21
CLIME CAPITAL LIMITED,99106282777,127178213,8472309,1638053,2020-21
CLINICAL LABORATORIES PTY LTD,62006823089,346903394,64112544,19204142,2020-21
CLOROX HOLDINGS PTY LTD,57077214076,109671743,7357991,2207397,2020-21
CMC MARKETS GROUP AUSTRALIA PTY LTD,99128774890,171361514,9246661,0,2020-21
CMOC MINING PTY LIMITED,17164997317,317395299,56042451,15832986,2020-21
CNH INDUSTRIAL AUSTRALIA PTY LTD,76000031130,1230239655,95117008,28535102,2020-21
CNOOC AUSTRALIA ENERGY CAPITAL MANAGEMENT PTY LTD,79129021316,566777647,159516827,47855048,2020-21
CNOOC GAS AND POWER (AUS) INVESTMENT PTY LTD,28142591044,1486068927,0,0,2020-21
CNW PTY LTD,48009669836,560627264,32209460,9662838,2020-21
COBHAM AVIATION SERVICES AUSTRALIA PTY LTD,34003469574,354637571,0,0,2020-21
COBRAM ESTATE OLIVES LIMITED,32115131667,171768285,0,0,2020-21
COCA-COLA AMATIL LIMITED,26004139397,3070194210,256331022,75177241,2020-21
COCA-COLA SOUTH PACIFIC PTY LTD,50003029794,120057961,259106,77732,2020-21
COCHLEAR LIMITED,96002618073,1080338869,130401929,0,2020-21
CODAN LIMITED,77007590605,419895189,152950268,38073403,2020-21
COFCO INTERNATIONAL AUSTRALIA PTY LTD,25001069423,833696518,0,0,2020-21
COFORGE LIMITED,NA,472365538,0,0,2020-21
COG BRANDCO 1 PTY LTD,68641991513,456224622,94027207,28208162,2020-21
COGI PTY LTD,15634090092,986985145,65595114,12586958,2020-21
COGNIZANT TECHNOLOGY SOLUTIONS AUSTRALIA PTY LTD,74100749997,263929406,35643269,10692981,2020-21
COL CRAWFORD PTY LTD,27001798081,220684257,9367377,2810213,2020-21
COLAS AUSTRALIA GROUP PTY LTD,11000388161,451216398,8171195,1381148,2020-21
COLES GROUP LIMITED,11004089936,43365847665,1518848000,455647231,2020-21
COLGATE-PALMOLIVE PTY LTD,79002792163,694576240,38354807,11496906,2020-21
COLIN JOSS & CO. PTY. LIMITED,73003538583,494337068,35331578,10599473,2020-21
COLLIERS INTERNATIONAL HOLDINGS (AUSTRALIA) LIMITED,65008178238,268161288,51302343,14310179,2020-21
COLLINS FOODS LIMITED,13151420781,953089350,84186645,25255994,2020-21
COLUMBUS CAPITAL PTY LTD,51119531252,271369326,63690183,19107055,2020-21
COMENSURA PTY LIMITED,30120725902,372328816,2196814,659044,2020-21
COMFORTDELGRO CORPORATION AUSTRALIA PTY LTD,84002072004,637093920,58045665,17413699,2020-21
COMGEN AUSTRALIA PTY LTD,17050242441,1252741262,20235144,2526813,2020-21
COMMERCIAL MOTOR VEHICLES PTY LTD,84007874142,1489618108,68316270,20316286,2020-21
COMMONWEALTH BANK OF AUSTRALIA,48123123124,29362141959,10664373419,3136017782,2020-21
COMMSCOPE HOLDINGS AUSTRALIA PTY LTD,57605413456,357028164,17844454,5035208,2020-21
COMO GLASSHOUSE INVESTMENTS PTY LTD,49604272951,687457876,29695393,7976448,2020-21
COMPASS GROUP (AUSTRALIA) PTY LTD,41000683125,1420151753,86708318,26012495,2020-21
COMPETITIVE FOODS AUSTRALIA PTY LTD,48010542908,1465133955,84189365,24725422,2020-21
COMPUTERSHARE LIMITED,71005485825,769119455,114507613,26648920,2020-21
CONCENTRIX SERVICES PTY LIMITED,63166171991,317630982,52842421,15742181,2020-21
CONOCOPHILLIPS AUSTRALIA OPERATIONS PTY LTD,28141253787,1074448262,0,0,2020-21
CONSOLIDATED MINERALS HOLDINGS (AUSTRALIA) PTY LTD,88127662257,335631012,0,0,2020-21
CONSORTIO PTY LIMITED,99128575619,206423328,2746929,824079,2020-21
CONSTELLATION SOFTWARE AUSTRALIA PTY LTD,50141627232,334537205,73851629,21667311,2020-21
CONSTRUCTION CONTROL PTY LIMITED,79150745154,368704646,19059936,5717981,2020-21
CONSTRUCTION SERVICES AUSTRALIA PTY LTD,99007641787,213307219,0,0,2020-21
CONTINENTAL PTY LTD,46004390587,425755435,15028100,4508430,2020-21
CONTRACT RESOURCES GROUP PTY LTD,77637730511,119743883,11358260,3407478,2020-21
COOGEE CHEMICALS PTY LTD,37008747500,248721661,22589412,4944475,2020-21
COOK AUSTRALIA PTY LTD,27141258648,245397184,18141430,4333602,2020-21
COOPER ENERGY LIMITED,93096170295,139530333,0,0,2020-21
CO-OPERATIEVE RABOBANK U.A.,70003917655,983149150,25682199,7704660,2020-21
COOPERS BREWERY LIMITED,13007871409,285316420,39803236,11709542,2020-21
COPYRIGHT AGENCY LIMITED,53001228799,129026432,0,0,2020-21
CORANAR (AUSTRALIA) PTY LTD,12114668727,133015795,40025629,12007689,2020-21
CORELOGIC AUSTRALIA HOLDINGS PTY LIMITED,75150637406,145815755,27709123,8027368,2020-21
CORONADO AUSTRALIA HOLDINGS PTY LTD,23623524989,1440587421,0,0,2020-21
CORONIS HEALTH HOLDCO PTY LTD,53617868916,228829850,5688865,1706660,2020-21
CORTEVA AGRISCIENCE AUSTRALIA PTY LTD,24003771659,208939834,9651965,2895590,2020-21
COSTA GROUP HOLDINGS LIMITED,68151363129,999065626,62666643,14077524,2020-21
COSTCO WHOLESALE AUSTRALIA PTY LTD,57104012893,2825000496,50575588,15172676,2020-21
COTY AUSTRALIA HOLDINGS PTY LTD,52626169711,238543307,9321974,2796592,2020-21
